id,name,title,cites,year,lastUpdated
_QJIp3cAAAAJ,Babak Esfandiari,A distributed wiki system based on peer-to-peer file sharing principles,11,2011,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Use of fuzzy histograms to model the spatial distribution of objects in case-based reasoning,11,2008,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Quelques perspectives d'utilisation des Langage et Protocoles d'Interaction dans le contexte des T el ecommunications,11,1995,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Method for detecting functional feature interactions of web services,10,2006,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,On various approaches to dynamic adaptation of distributed component compositions,10,2002,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Toward a testbed for evaluating computational trust models: experiments and analysis,9,2015,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Encouraging second thoughts: Obstructive user interfaces for raising security awareness.,9,2013,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A model for a testbed for evaluating reputation systems,9,2011,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Building learning by observation agents using jloaf,9,2011,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A hybrid approach to operating system discovery based on diagnosis,9,2011,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Distributed wikis: a survey,8,2015,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Toward a domain-independent case-based reasoning approach for imitation: Three case studies in gaming,8,2010,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Caching mechanism to optimize a bidding process used to select resources and services,8,2010,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Distributed automatic route selection using RIP caching,8,2004,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,"Multipotent systems: Combining planning, self-organization, and reconfiguration in modular robot ensembles",7,2019,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Anomaly detection for mobile device comfort,7,2014,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A hybrid approach to operating system discovery based on diagnosis theory,7,2012,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Non-standards for trust: Foreground trust and second thoughts for mobile security,7,2011,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Software Agents and Situatedness: Being Where,7,2000,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A multi-agent perspective for assistance to a network supervision operator,7,1996,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,P2Pedia: a peer‐to‐peer wiki for decentralized collaboration,6,2015,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Case-Based Learning by Observation in Robotics Using a Dynamic Case Representation.,6,2012,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Peer-to-peer data integration with distributed bridges,6,2006,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Offline Detection of Functional Feature Interactions of Web Services,6,2006,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Invocation order matters: functional feature interactions of web services,6,2005,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Chronicle learning and agent oriented techniques for network management and supervision,6,1997,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Supplemental case acquisition using mixed-initiative control,5,2011,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Network in a box,5,2010,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Towards Semantically Enhanced File-Sharing.,5,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,The SwapBox: A test container and a framework for hot-swappable JavaBeans,5,2001,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Efficient routing in mobile ad-hoc social networks,4,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Using answer set programming to enhance operating system discovery,4,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Comparison of classifiers for use in a learning by demonstration system for a situated agent,4,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Using Artificial Intelligence for Intrusion Detection,4,2007,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Oracles and assistants: Machine learning applied to network supervision,4,1998,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Supplemental observation acquisition for learning by observation agents,3,2018,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Toward Testing Security Attacks and Defense Mechanisms for P2PSIP in MANETs with a Simulator.,3,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Processing regular path queries on arbitrarily distributed data,3,2016,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Foreground trust as a security paradigm: Turning users into strong links,3,2014,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Peer-to-peer sharing and linking of social media based on a formal model of file-sharing,3,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Towards semantically enhanced peer-to-peer file-sharing,3,2008,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,VNEC-A Virtual Network Experiment Controller,3,2008,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Why Soccer Players Yell: Using RoboCup to Model the Advantage of Signaling.,3,2004,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,The web service offerings language (WSOL) and the web service offerings infrastructure (WSOI),3,2003,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,U niversit e M ontpellier II,3,1997,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Designing a multi-agent environment by using network management concepts & standards,3,1995,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,An Architecture for Integrating BDI Agents with a Simulation Environment,2,2019,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A case-based reasoning approach to learning state-based behavior,2,2018,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Evaluating chord over a hierarchical MANET,2,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Towards securing peer-to-peer sip in the manet context: existing work and perspectives,2,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,User Participation and Honesty in Online Rating Systems: What a Social Network Can Do.,2,2016,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,DEVS simulation of peer-to-peer file-sharing,2,2012,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Decentralized collaboration with a peer-to-peer wiki,2,2012,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Feature selection for CBR in imitation of RoboCup agents: a comparative study,2,2010,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Linking and Navigating Data in a P2P File-Sharing Network.,2,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A Query-Based Approach for Test Selection in Diagnosis-Operating System Discovery as a Case Study,2,2008,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A query-based approach for test selection in diagnosis,2,2008,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Modeling Method for Assessing Privacy Technologies,2,2008,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A Feature Interaction View of License Conflicts.,2,2007,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Extending Apache Axis for Monitoring Web Service Offerings,2,2006,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,On-line adaptive filtering of web pages,2,2005,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Building Trustable Agents,2,2000,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,P2P Overlay Performance in Large-Scale MANETs,1,2018,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Trust Management XI,1,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Towards a framework for testing learning from observation of state-based agents,1,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Analytical comparisons of switching of web services and switching of service offerings,1,2006,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,The advantages of the signaling strategy in a dynamic environment: cognitive modeling using robocup,1,2005,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Patterns for Negotiating Actors.,1,2005,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,ITAS and the reverse robocup challenge,1,2004,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A P2P Approach to Routing in Hierarchical MANETs,0,2020,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Toward Campus Mail Delivery Using BDI,0,2020,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Behavior Cloning in OpenAI using Case Based Reasoning,0,2020,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,The Requirement Gatherers’ Approach to the 2019 Multi-Agent Programming Contest Scenario,0,2019,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Dynamic Action Selection in OpenAI Using Spiking Neural Networks,0,2019,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A case-based reasoning approach to learning state-based behavior,0,2018,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Trust management.,0,2018,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Approaches to securing P2PSIP in MANETs,0,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,"Trust Management XI: 11th IFIP WG 11.11 International Conference, IFIPTM 2017, Gothenburg, Sweden, June 12-16, 2017, Proceedings",0,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Trust Management XI,0,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,A model for the behaviors and incentives of users in a decentralized data-sharing network,0,2017,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Distributed Wikis and Social Networks: A Good Fit,0,2016,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Foreground Trust as a Security Paradigm,0,2014,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Analysis and cleaning of user traces through comparison of multiple traces,0,2013,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,"Collaborative building, sharing and handling of graphs of documents using P2P file-sharing",0,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Using Contextual Information for IDS Alarm Classification,0,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Using Contextual Information for IDS Alarm Classiﬁcation,0,2009,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Using the RoboCup Simulation Environment to Study the Advantage of the Environment Contributing to Cognition. Technical Report 2004-04,0,2004,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Management Applications of the Web Service Offerings Language (WSOL)[Third Revision],0,2003,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,"Synthèse, formalisation et prototypage de systèmes multi-agents",0,1993,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Invocation Order Matters:(An Example of) Functional Feature Interactions of Web Services,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Characterizing Human vs Machine Gameplay in StarCraft II,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Ethical Test Driven Development: A Design Process for Building Ethical Agents,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Fourth International Workshop on Self-Adaptive and Self-Organising Socio-Technical Systems (SASO^ ST),0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,"El-Khatib, K. 366",0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,U-P2P: Linking and navigating data in a P2P file-sharing system,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Creating Non-Player Characters in a First-Person Shooter Game Using Learning by Observation,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,PICom 2013,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,On Feature Interactions among Web Services,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Coordinating to Learn instead of Learning to Coordinate,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Using Peer-To-Peer Networks For a Component Repository Search System,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,"Thomas R. Roth-Berghofer TU Kaiserslautern/DFKI GmbH, Kaiserslautern, Germany Email: trb@ dfki. uni-kl. de David B. Leake Indiana University, USA",0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,How Agents Add Epistemic Structures to the World,0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,"Thomas Roth-Berghofer (DFKI GmbH/TU Kaiserslautern, Germany) Stefan Schulz (The e-Spirit Company GmbH, Germany)",0,0,2020-10-15
_QJIp3cAAAAJ,Babak Esfandiari,Le projet RESEAU FUTE: syst emes multi-agents et gestion de r eseaux,0,0,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Collagen morphology and texture analysis: from statistics to classification,97,2013,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Imaging collagen in scar tissue: developments in second harmonic generation microscopy for biomedical applications,42,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Evaluation of texture parameters for the quantitative description of multimodal nonlinear optical images from atherosclerotic rabbit arteries,41,2011,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Application of FTIR spectroscopy for identification of blood and leukemia biomarkers: A review over the past 15 years,40,2011,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Multimodal nonlinear optical imaging of atherosclerotic plaque development in myocardial infarction-prone rabbits,35,2010,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Differentiating atherosclerotic plaque burden in arterial tissues using femtosecond CARS-based multimodal nonlinear optical imaging,31,2010,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Fourier transform infrared spectroscopy of skin cancer cells and tissues,25,2009,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Molecular and chemical characterization by Fourier transform infrared spectroscopy of human breast cancer cells with estrogen receptor expressed and not expressed,17,2010,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Defective fibrillar collagen organization by fibroblasts contributes to airway remodeling in asthma,14,2019,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Nonlinear optical microscopy in decoding arterial diseases,14,2012,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Phototransformation of cyanine dye with two chromophores. Effects of oxygen and dye concentration,9,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Nonlinear optical measurements of the artery wall: parameters related to the progression of atherosclerosis,7,2009,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Using multimodal femtosecond CARS imaging to determine plaque burden in luminal atherosclerosis,6,2011,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Label-free imaging of arterial tissues using photonic crystal fiber (PCF) based nonlinear optical microscopic system,4,2009,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Polarimetric second-harmonic generation microscopy of the hierarchical structure of collagen in stage I-III non-small cell lung carcinoma,3,2020,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Super resolution measurement of collagen fibers in biological samples: Validation of a commercial solution for multiphoton microscopy,3,2020,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Application of Euclidean distance mapping for assessment of basement membrane thickness distribution in asthma,3,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Defective collagen I remodeling and contraction is a feature of asthmatic airway fibroblasts,3,2016,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Novel non-linear optical imaging to understand the composition of fibrilar collagen and elastin in remodeled asthmatic airways,3,2016,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Quantitative nonlinear optical assessment of atherosclerosis progression in rabbits,3,2014,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Epithelial-interleukin-1 inhibits collagen formation by airway fibroblasts: Implications for asthma,1,2020,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Fractal dimension and directional analysis of elastic and collagen fiber arrangement in unsectioned arterial tissues affected by atherosclerosis and aging,1,2019,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,The Role Of Interleukin-1 In Driving Inflammation And Remodeling In The Asthmatic Emtu,1,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Evaluating collagen morphology and pathological lipid deposition using multiphoton image statistics,1,2014,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,caracterizaçao Bioquimica de celulas sadias e neoplasicas atraves de espectroscopia vibracional,1,2009,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Impact of Over-Expansion on SAPIEN 3 Transcatheter Heart Valve Pericardial Leaflets,0,2020,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,New Insights into Fibroblast-Extracellular Matrix Interactions: Implications for Airway Remodeling in Asthma,0,2020,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Interleukin-1 Regulation of Fibroblast Repair Phenotype Through Lysyl Oxidase Contributes to Fibrillar Collagen Disorganization in Asthmatic Airways,0,2018,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Answering A 130 Year Old Question For Asthma And Airway Fibrosis Using Optical Microscopy And Infrared Spectroscopy,0,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Answering a 90 year old question for asthma and airway ibrosis using multimodal nonlinear optical microscopy,0,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Interleukin-1 affects inflammatory mediator release and collagen I contraction by airway fibroblasts from asthmatic and non-asthmatic donors,0,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,A19 THE EXTRACELLULAR MATRIX: A STICKY SITUATION: Answering A 130 Year Old Question For Asthma And Airway Fibrosis Using Optical Microscopy And Infrared Spectroscopy,0,2017,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Investigating The Features Of Small Airway Obstruction In COPD: Obstructed Small Airways Are An Early Feature Of Mild And Moderate Disease,0,2016,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,C98 AIRWAY REMODELING IN COPD AND ASTHMA: Novel Non-Linear Optical Imaging To Understand The Composition Of Fibrilar Collagen And Elastin In Remodeled Asthmatic Airways,0,2016,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,C98 AIRWAY REMODELING IN COPD AND ASTHMA: Investigating The Features Of Small Airway Obstruction In COPD: Obstructed Small Airways Are An Early Feature Of Mild And Moderate Disease,0,2016,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Deciphering airway remodeling in asthma: Application of multimodal nonlinear optical microscopy,0,2015,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Multimodal characterization of atherosclerotic cardiovascular disease with label-free non-linear optical imaging techniques,0,2010,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,Atherosclerosis: Nonlinear Optical Measurements Related to Disease Progression,0,0,2020-10-15
3y7q_scAAAAJ,Leila Mostaço-Guidolin,GradCon 2012,0,0,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Collaborative virtual environments: from birth to standardization,79,2004,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Victim and Perpetrator Groups' Responses to the C anadian Government's Apology for the Head Tax on C hinese Immigrants and the Moderating Influence of Collective Guilt,51,2013,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Dynamic gesture recognition,47,2005,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,A framework for 3D hand tracking and gesture recognition using elements of genetic programming,41,2007,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Trends in networked collaborative virtual environments,37,2003,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,ISIS: intelligent scalability for interoperable services,25,2004,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Sharing Attractions on the Net with VPARK,24,2001,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Adaptation of facial and body animation for MPEG-based architectures,23,2003,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Significant facet retrieval for real-time 3d sound rendering in complex virtual environments,20,2003,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Personalized face and speech communication over the internet,20,2001,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,A dynamic gesture interface for virtual environments based on Hidden Markov Models,18,2005,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Adaptation of virtual human animation and representation for MPEG,18,2004,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Adaptation mechanism for three dimensional content within the mpeg-21 framework,17,2004,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Device-based decision-making for adaptation of three-dimensional content,15,2006,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,"Multi-resolution meshes for multiple target, single content adaptation within the mpeg-21 framework",15,2004,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Advanced real-time collaboration over the internet,14,2000,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,VPARK-a Windows NT software platform for a virtual networked amusement park,13,2000,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Rapid impingement detection system with uniform sampling for ball-and-socket joint,9,2009,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,3D animation creation using space canvases for free-hand drawing,8,2008,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Non-invasive assessment of soft-tissue artefacts in hip joint kinematics using motion capture data and ultrasound depth measurements,7,2014,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,"Qing chen, Nicolas Georganas,“Dynamic Gesture Recognition”",7,2005,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Building embodied agents that experience and express emotions,7,2004,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,MPEG4 animation clustering for networked virtual environments,7,2002,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Ultrasound and Mocap to improve non invasive hip joint center calculation,6,2015,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Modelling and animation of impact and damage with Smoothed Particle Hydrodynamics,6,2014,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Use of high dynamic range images for improved medical simulations,6,2009,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Trends in a collaborative virtual environment,6,2000,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Acoustic imaging using a 64-node microphone array and beamformer system,5,2015,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Quantification of Soft Tissue Artefacts Using Motion Capture Data and Ultrasound Depth Measurements,5,2014,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Soft-tissue artefact assessment and compensation in hip joint kinematics using motion capture data and ultrasound depth measurements,5,2014,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,MPEG-21 Based Temporal Adaptation of Live H. 264 Video,5,2006,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Significance of Bottom-up Attributes in Video Saliency Detection Without Cognitive Bias,4,2018,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Adding Cartoon-like Motion to Realistic Animations,4,2017,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Rapid ball-and-socket joint collision detection,4,2008,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Comprehending and transferring facial expressions based on statistical shape and texture models,4,2006,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Distributed Virtual Reality Systems,4,2001,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Learning how to Dance on the Internet,3,2007,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Real-Time Virtual Characters for VR/AR Applications,3,2004,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,The Evolution of Virtual Humans in NVE Systems,3,2000,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Procedurally-generated audio for soft-body animations,2,2018,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,3D video multiple description coding considering region of interest,2,2017,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Patient specific bone tracking using ultrasound for human movement analysis,2,2016,2020-10-15
6_vcXMIAAAAJ,Chris Joslin,Smoothed particle hydrodynamics applied to cartilage deformation,2,2015,2020-10-15
